"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"CAN","Canada",0.304139931891147,0.304256143858124,0.303860594009731,0.302931302152947,0.303392890696425,0.303172225182361,0.302936442429997,0.303725544972312,0.303711928598339,0.302354282679044,0.300651262791703,0.299788064207207,0.299251112095744,0.298872021427897,0.298403909776996,0.297926794103598,0.297452808685133,0.297211521500941,0.296532853988263,0.29620073290624,0.295561586275763,0.295535060677026,0.29585087532667
"CPV","Cape Verde",,,,,,,,,,,,,,,,,,,,,,,
"CAF","Central African Republic",0.571317997966566,0.575077790712045,0.561930607409964,0.569648619986501,0.58344367412139,0.580781843360868,0.576498916155794,0.577828056494424,0.582069615836123,0.575639355800565,0.592535039579686,0.590427130723848,0.591037538623476,0.584575806490789,0.587430129466924,0.580661407921683,0.585627389274801,0.584154308791469,0.583166022579068,0.580350392947206,0.580278081587299,0.580072868284246,0.579679014830379
"TCD","Chad",0.672025318726619,0.668224963020368,0.658791150056264,0.666815941647812,0.667019254618817,0.669100699686619,0.669432494232857,0.657216323985142,0.667823764339128,0.656912136549169,0.655420883838218,0.659495169293635,0.651804603643377,0.648453343184492,0.649342254409259,0.646004296499224,0.656385509852626,0.647767984882563,0.64199444259161,0.650070942714546,0.650165745712078,0.651068931990303,0.650809897499096
"CHL","Chile",0.372045093055168,0.371019803141378,0.368631107733024,0.367901773096859,0.367535450232736,0.366500108831481,0.36422847241408,0.362248338266612,0.359513519956742,0.362882307655536,0.355671696227737,0.355358986550723,0.355074860168347,0.353338035624033,0.352624074779422,0.352803811445081,0.347709353598573,0.344471685839069,0.342549042820929,0.342905035699605,0.342723294388518,0.344508625759648,0.344563803588686
"CHN","China",0.427774626891047,0.423978515968007,0.420457119872678,0.417553817641799,0.415613347417658,0.413212010293022,0.41033817652617,0.407434739027313,0.42009716983493,0.415751720826164,0.414995915379544,0.411851030835875,0.408303054478426,0.404486746428581,0.400684208702031,0.396675796427891,0.393956356324005,0.39209503970515,0.390861177634853,0.389510180417457,0.388517354793159,0.388612738477045,0.388597691639535
"COL","Colombia",0.424205497210437,0.421467000407674,0.419220293838375,0.416951449817364,0.412533570128582,0.412804287000129,0.411023401829279,0.409490261620054,0.407637711450749,0.405288141857541,0.402562852242993,0.40113207542083,0.398507102982902,0.395116551637168,0.393080131345546,0.391420877939492,0.387827117530903,0.386817900789083,0.38692909361314,0.388318456514579,0.388090222489544,0.388435075944923,0.388266350125139
"COM","Comoros",0.512926998951375,0.510900357715201,0.510896778080156,0.508257681027089,0.507496905007629,0.501829495001216,0.498508822396622,0.502510265148074,0.503903009619045,0.501806627522711,0.493776402760789,0.482800862034088,0.477450533390851,0.47396262342165,0.477666984749703,0.479996151877088,0.481464605097577,0.477785926787835,0.486949782103359,0.482593021691917,0.481091559110495,0.479412601943671,0.479212738612105
"COG","Congo",0.547551274846566,0.545587526503736,0.544540267495818,0.543118109668345,0.542611407908139,0.54195214695849,0.542198387723754,0.542795342214658,0.543285632886327,0.546102759872601,0.542930666480153,0.540338066774677,0.539121821698805,0.536151935636727,0.537104738986224,0.532569109356811,0.536688804000141,0.535116611603143,0.530010387188026,0.525073377457309,0.520056498272999,0.51850670968265,0.518306978705055
"COD","Congo, the Democratic Republic o",0.584950316737282,0.583822628790617,0.590930948963036,0.589547144185521,0.590165463115488,0.590275447547534,0.593702126707078,0.594725772675319,0.603696837265105,0.602946492140856,0.601277612144984,0.604659974742818,0.595146012966174,0.596504976738496,0.591562998204621,0.587542554453733,0.5887837582906,0.58928804389702,0.590693651389581,0.5916649387497,0.589767106947856,0.588478049151702,0.588175117603954
"CRI","Costa Rica",0.422325356235195,0.419922006749016,0.417860548836512,0.418262440547697,0.413161046809568,0.410331068002004,0.414414096908449,0.412748691404117,0.411140165652845,0.40893695585129,0.40752997152232,0.406386198778022,0.405336304420711,0.403909930687075,0.402437855462104,0.400165881279391,0.395948216012613,0.393121690534089,0.391855400142412,0.390321846448536,0.389313860531432,0.389595173034153,0.389337666974907
"CIV","Cote d'Ivoire",0.515949188489097,0.517627567614146,0.518544024011834,0.519654781015039,0.521507636597694,0.524479345198507,0.523107331729489,0.524250325938308,0.52490300872737,0.520768399535187,0.51758142363441,0.517797733808248,0.529124620951984,0.530796444410281,0.526717318584902,0.525550727839418,0.522657691778374,0.521831583760339,0.518131522429789,0.5169818028425,0.515511981963862,0.514617013586869,0.51439749240646
"HRV","Croatia",0.405928129875205,0.406154548745061,0.406891180534797,0.405281364426197,0.405430014521912,0.405113532780406,0.404111929562553,0.403690253980571,0.403089180714285,0.402677772297375,0.401731660725418,0.401085385589031,0.400949769363689,0.399660530288472,0.396526117640114,0.395055000493252,0.390869844477043,0.387132385823424,0.388318687464243,0.388718909794603,0.387788222249956,0.387010974417069,0.387203179911058
"CUB","Cuba",0.440470510265482,0.439787150079006,0.441669364002452,0.441272305139003,0.440276028317208,0.439237166011045,0.438096431652845,0.436279605078627,0.435741228842267,0.434585968599208,0.434003608553623,0.432897522321661,0.431713951427612,0.431528632320998,0.432463304096322,0.431652232175845,0.431856252341404,0.431036640778399,0.432553881915479,0.431524759893929,0.429787328851562,0.428193259552681,0.42839537673433
"CYP","Cyprus",0.369316632343576,0.368740241174359,0.368198545471264,0.367465045135882,0.366918054525866,0.366283697136748,0.365675998289847,0.364951914100691,0.36460833150373,0.36440172894427,0.364417565563681,0.363992122744888,0.363957589079396,0.364071553389485,0.361733624416669,0.359658317016056,0.359259011138529,0.357787756105846,0.359625333701711,0.360376312867837,0.360067337322408,0.359518584162174,0.359748805766563
"CZE","Czech Republic",0.315675483475304,0.315194596879569,0.314600442058366,0.313253121065341,0.312735921053413,0.311867297081197,0.311192655547838,0.310276978994076,0.30968943004361,0.308101699814009,0.307667742747632,0.307245163647505,0.30747911046991,0.307333532288032,0.312281990364443,0.31078084047812,0.307725843158878,0.30898643828845,0.308826615086491,0.308738629261452,0.309316135507717,0.309146306544263,0.309574293320543
"DNK","Denmark",0.34964787147259,0.350271259979272,0.342580618081221,0.347337400525507,0.342254015518544,0.336580727323733,0.334366502936866,0.334514763537322,0.336753409695233,0.335201133286834,0.333790429849783,0.339842629988315,0.33696814983599,0.335579801188034,0.33643588454422,0.335692595385628,0.335748606679185,0.335775169505319,0.340799957779162,0.343641393403651,0.343670491245759,0.343820963814554,0.343884025899612
"DJI","Djibouti",0.519077208362886,0.517354763531651,0.519448165579299,0.519739747323309,0.520450441616563,0.521061603462496,0.521840251119689,0.525153826696055,0.505686973981098,0.503715629883424,0.510532736361359,0.52036469205519,0.51753030128367,0.522865478388207,0.518396060056391,0.512290780935573,0.508265527092477,0.509357197304322,0.514013046913899,0.504850246977167,0.501733123605226,0.500014933323969,0.499673315840845
"DMA","Dominica",0.413244376723771,0.421102364594439,0.423069211910642,0.417695951362891,0.41486640294662,0.414222504523229,0.412052787165084,0.409407262233978,0.404119764252112,0.404672806517427,0.400709805154588,0.405635438595841,0.408585337222067,0.401897007449384,0.406500287656175,0.403066730400167,0.404261621227345,0.405574497880582,0.400433160980826,0.403763545147191,0.403588977012067,0.402962759542278,0.402800563592327
"DOM","Dominican Republic",0.457880572662325,0.45738158177591,0.455481174683456,0.454652195701653,0.451766473982164,0.451133029470976,0.449345143660141,0.452063686469219,0.45805217551273,0.455251652162676,0.450133757670854,0.452622988460434,0.449453849547701,0.447070085846794,0.437752836010108,0.440156662899387,0.437218225173325,0.430635554217073,0.431056098384691,0.430058666709051,0.43099584156355,0.431913726924888,0.431543643468734
"ECU","Ecuador",0.467170873974004,0.471194580974703,0.472601948666577,0.474219009517152,0.473504334024758,0.474174569253666,0.475208337677671,0.475964620231403,0.467119395242118,0.45884254445681,0.457114259041989,0.45833618386703,0.459291041449999,0.456145222532719,0.451193555370168,0.448560519052959,0.446328795477461,0.446132372699362,0.447953971186613,0.446201074581829,0.446160313510009,0.446444921359317,0.446357423642045
"EGY","Egypt",0.445111108168118,0.445384183197991,0.445646046107109,0.443735962168875,0.441561851943294,0.439894196600205,0.438753645525619,0.436880317712245,0.434425188360645,0.434498172210855,0.431915586949098,0.430809328248079,0.431410876110545,0.43014204109787,0.429587015862181,0.426667145553927,0.424100405851603,0.421842986708196,0.423778894767805,0.427530299576278,0.426857444902394,0.426224747125004,0.42628184828842
"SLV","El Salvador",0.48261902581656,0.482700909392274,0.479860886153034,0.477916484241161,0.475843104495965,0.471220059797492,0.469623682005776,0.466658199766097,0.463915754685823,0.46199808362671,0.462519874803791,0.461195774938393,0.459964547433608,0.457523325054946,0.460590870708132,0.454572867417124,0.456345648978896,0.451433992834714,0.448582679985309,0.447464291812699,0.448132957893756,0.448609873710398,0.448212171049394
"GNQ","Equatorial Guinea",0.475931142177327,0.473078841757356,0.477671761800289,0.492731197575175,0.493108348813427,0.478670456944018,0.481458146750074,0.483620133161582,0.466643662871517,0.460751398960838,0.459566398769977,0.460982499650803,0.460633982246101,0.456958973731062,0.456611539090363,0.452855539225479,0.457992500033751,0.460787041060279,0.46498435957826,0.468363082932963,0.476777620018365,0.479898548567912,0.479497915785015
"ERI","Eritrea",0.608619587184558,0.612468969542649,0.594688651579784,0.607047653012907,0.610611264348026,0.611001326484102,0.612189544912439,0.609887759514638,0.609547946505242,0.609402797731923,0.607913539218523,0.604054034942528,0.605205244989655,0.605401212621762,0.606806482616464,0.607808123404268,0.605490537806338,0.596140479710682,0.603008527013074,0.600420997149206,0.59803831278676,0.595884935523239,0.595884935523239
"EST","Estonia",0.371686471543807,0.371091338495963,0.371768894636663,0.38000123208062,0.382575048409966,0.379111912720837,0.379437227135058,0.377567652394632,0.378278137307213,0.379260721785958,0.377895932130323,0.377110106480459,0.376344400342252,0.378672779361282,0.381923959921822,0.378861305195098,0.378038676489736,0.376825316150986,0.375484670466191,0.374333152038863,0.374600533337011,0.375255569098469,0.375545539165477
"ETH","Ethiopia",0.613311728296294,0.612431359060609,0.612525382071587,0.608481898224722,0.608940764219937,0.605270137614568,0.608360435937171,0.594316775106305,0.601507874078473,0.603629294195913,0.603078097018721,0.599281923524789,0.596068523044118,0.593750538402969,0.591181044034142,0.588560204949447,0.585059770010806,0.578508517707957,0.575550049361793,0.572332505309994,0.56903781603131,0.566227903381391,0.565721486113334
"FJI","Fiji",0.483302700357006,0.477967679992234,0.476343415411505,0.476987476004248,0.484415018643186,0.484123854097452,0
"IRL","Ireland",0.344869673727649,0.344339144634753,0.343960411153313,0.342743191720298,0.342313825778903,0.342200136569788,0.341656562306926,0.341541609233076,0.341022463215424,0.340440106603727,0.338534294625239,0.336746289527581,0.340390836262057,0.341289377924111,0.34248205851624,0.342788302217554,0.344974430145315,0.347515436551596,0.344912656992586,0.343219354840278,0.344093615593628,0.34482672478116,0.34495241489357
"ISR","Israel",0.342652042183135,0.342038829717805,0.34253476728263,0.342744532265891,0.342723998154177,0.342833908819187,0.3425837787811,0.342190625703854,0.342629697456998,0.34189694539776,0.342002172903141,0.341345035398809,0.341430138087391,0.339975954804483,0.339394563277925,0.337696995920235,0.338551668494988,0.340356696638609,0.33898935217959,0.338510130099436,0.337098272294828,0.336004330300239,0.336136651374816
"ITA","Italy",0.321282679086933,0.321743585239865,0.322129571527565,0.321831691554937,0.321483701781893,0.321733191097991,0.322106003688516,0.32241897140647,0.322346305354424,0.321907705717668,0.322120207102431,0.321613903220157,0.321510820034666,0.323156796034825,0.323249721171334,0.322576326835936,0.322051271700486,0.319750875594549,0.320212877538572,0.319624237463919,0.320257025091113,0.319903110604991,0.319973740540615
"JAM","Jamaica",0.459446869956362,0.453681343565893,0.447693209642096,0.447739924065775,0.446467969179312,0.445423721214538,0.444998707748812,0.441247080329947,0.441373177260382,0.442319531874475,0.441395956122576,0.440897697028911,0.43993887347762,0.438088593914272,0.437932801813648,0.436621186424332,0.43638997691137,0.433470075567367,0.430863807180019,0.429906375744027,0.431528149132862,0.433192383777929,0.433067082789008
"JPN","Japan",0.369191777502581,0.369346871235776,0.368694962323445,0.368188363581987,0.368112065894799,0.367973233660249,0.367507692653738,0.367109389144845,0.366641825907383,0.365734289161726,0.365499449747748,0.365808685997109,0.366078937020108,0.366752508707832,0.367353995922316,0.36726777424128,0.368644168841752,0.369212850211482,0.369233934597883,0.369892542455146,0.370476878419091,0.371256087491319,0.371541730575256
"JOR","Jordan",0.392097071843872,0.391373768523648,0.390405371927709,0.389146219931262,0.388904959071334,0.389053125287505,0.388900346249729,0.386505471505097,0.387525075251671,0.387237926689971,0.385315602704366,0.385907441532938,0.383360059943528,0.380812150494255,0.381940359897219,0.379354714905663,0.380064506906007,0.382149379341551,0.381702268811981,0.379669917284737,0.378626099436485,0.377158857370459,0.376908072161339
"KAZ","Kazakhstan",0.375466123941575,0.369586542819436,0.363356235552982,0.360019373243464,0.357877503752486,0.356925238767547,0.345332357160107,0.347069465837706,0.345259499757634,0.347714893177462,0.347096028214468,0.348779574328767,0.348614310958839,0.34449489901504,0.338478267069035,0.338208197666758,0.336471149922396,0.334551385720984,0.338370160755403,0.337584400267591,0.336505638955695,0.335439153540438,0.335898028375629
"KEN","Kenya",0.559359684593289,0.56173287965212,0.562484638988126,0.559193162982422,0.560265261014693,0.554814254311929,0.557545947647133,0.556022473549893,0.548732370766584,0.552739322408466,0.55548900703782,0.552318165161905,0.556391352219645,0.557106852209145,0.559328087250602,0.562785305682886,0.567879988079164,0.567813677992224,0.563799211000973,0.558683014388225,0.553528224370073,0.546252996193113,0.545857341645166
"KIR","Kiribati",,,,,,,,,,,,,,,,,,,,,,,
"PRK","Korea, Democratic People's Repub",,,,,,,,,,,,,,,,,,,,,,,
"KOR","Korea, Republic of",0.387433710955728,0.3868094692150854299,0.378687076761746,0.377159118421502,0.37819578798928,0.37805567669621
"MOZ","Mozambique",0.578935706070655,0.578013431963987,0.576254161239699,0.57042307392656,0.568455976382658,0.565016061759953,0.561615751614902,0.56284696619357,0.562378893694002,0.55829956505745,0.554931524439643,0.55386850205717,0.553360153041307,0.552647701903302,0.553553675855664,0.55343323687163,0.548159169198583,0.545435931849547,0.544456183590649,0.542871363142203,0.541727350270649,0.541129775820312,0.54081813325804
"MMR","Myanmar",0.572490801625179,0.570600428151081,0.569210119413672,0.568338884548842,0.565752865531003,0.561598078513366,0.557358862374756,0.554431544512049,0.552042051418578,0.54775465924136,0.54294408607282,0.544450555261568,0.542146991485048,0.540983289794035,0.540772352929744,0.538605644599497,0.534135454260634,0.532176234902187,0.537452127859982,0.546422578222582,0.542469010518369,0.542407546653715,0.542107306301988
"NAM","Namibia",0.509930532230586,0.506638178461195,0.504491040074787,0.50248629073249,0.500770286962967,0.500051759099534,0.4985897653898,0.495686251247155,0.494389255112276,0.499771226093525,0.505549004935851,0.511151367557557,0.509297354435136,0.513314677037722,0.50591306837259,0.511820990900542,0.501565304368294,0.494760277685117,0.496984624446338,0.493987168635869,0.492489884122992,0.491253664059317,0.490828616854783
"NRU","Nauru",,,,,,,,,,,,,,,,,,,,,,,
"NPL","Nepal",0.590539790550589,0.592234895713795,0.588572880917762,0.596970519420485,0.591726305184758,0.585924553104929,0.582710147753634,0.580317364630808,0.566609059479699,0.570082661019904,0.560598394869297,0.558566934956851,0.558015323860246,0.555440635929369,0.546700828528152,0.538635034025304,0.534324574905742,0.530867733491635,0.526786189475081,0.522315525558578,0.518794098178878,0.516120298181039,0.515563781565103
"NLD","Netherlands",0.347105628604801,0.347458238607011,0.347654910012448,0.347870492578646,0.348217081693964,0.348287300229311,0.348723634127766,0.350305664573465,0.351570883593104,0.350041741591096,0.350068739072332,0.350244988015693,0.34938559415482,0.349081502193433,0.349416372991788,0.348775039548509,0.348351046430905,0.348639531910073,0.34911839215734,0.350502575426094,0.351235009028913,0.351386526507704,0.351419259972755
"NZL","New Zealand",0.344580402943765,0.344388193045668,0.344932324449096,0.345057964779122,0.345482163578246,0.345029546966834,0.343151713336597,0.339045304889671,0.333695718438052,0.332895474951057,0.332197881235807,0.331363469508649,0.330317036189967,0.329440063188865,0.329580603214482,0.329356622225703,0.328942562785454,0.330367585640901,0.329647207165779,0.328968943745579,0.32997933697511,0.331187344293668,0.331357324602035
